N,fourier_perimeter,reference_polygon_perimeter,length_error,relative_length_error,abs_relative_length_error,rmse,rmse_normalized,relative_step_change,energy_ratio
141,2176.010568458826,2187.0411901008115,-11.030621641985363,-0.005043627752377588,0.005043627752377588,0.14238584338790705,0.000266212832855541,5.078597542594579e-05,0.9999999015973408
142,2176.2488810369264,2187.0411901008115,-10.792309063885114,-0.004934662004874102,0.004934662004874102,0.13983139374275408,0.00026143688561076905,0.00010951811611330341,0.9999999050964224
143,2176.417063183257,2187.0411901008115,-10.62412691755435,-0.004857762608972459,0.004857762608972459,0.13736946162451769,0.0002568339145014276,7.728075028377718e-05,0.9999999084088307
144,2176.5580477989297,2187.0411901008115,-10.483142301881799,-0.004793298978241273,0.004793298978241273,0.1358944887241195,0.0002540762196010264,6.47783083754842e-05,0.9999999103651495
145,2176.7418906119574,2187.0411901008115,-10.299299488854103,-0.00470923891853146,0.00470923891853146,0.13401093571460862,0.000250554619626165,8.446492535019154e-05,0.9999999128326807
146,2176.7763580647024,2187.0411901008115,-10.264832036109055,-0.0046934790632068065,0.0046934790632068065,0.1335456795368385,0.0002496847496858627,1.583442340761767e-05,0.9999999134368811
147,2176.863349962152,2187.0411901008115,-10.177840138659576,-0.004653702995959774,0.004653702995959774,0.1327255811327957,0.00024815144613428875,3.996363573464247e-05,0.9999999144967776
148,2177.061840574842,2187.0411901008115,-9.97934952596961,-0.0045629453945079165,0.0045629453945079165,0.13071167089014496,0.00024438612271409277,9.118193509639316e-05,0.9999999170718564
149,2177.0979446451747,2187.0411901008115,-9.94324545563677,-0.004546437214188196,0.004546437214188196,0.1298743078927444,0.0002428205402772271,1.658385152867629e-05,0.999999918130959
150,2177.17909455806,2187.0411901008115,-9.862095542751376,-0.004509332328714296,0.004509332328714296,0.1291179119520555,0.00024140633854663338,3.7274350970286616e-05,0.9999999190818025
151,2177.3464780090408,2187.0411901008115,-9.694712091770725,-0.004432798127283487,0.004432798127283487,0.12780553215694837,0.00023895263714820126,7.688088288144612e-05,0.9999999207183797
152,2177.351611715729,2187.0411901008115,-9.689578385082314,-0.004430450797607371,0.004430450797607371,0.1275625256146478,0.00023849829801947183,2.3577812444006926e-06,0.9999999210195818
153,2177.377037300111,2187.0411901008115,-9.664152800700322,-0.004418825234953555,0.004418825234953555,0.12730473398850128,0.0002380163158402749,1.1677298349602275e-05,0.9999999213384829
154,2177.527107281321,2187.0411901008115,-9.51408281949034,-0.004350207422957494,0.004350207422957494,0.12534411545621815,0.00023435062969332966,6.892236789456722e-05,0.9999999237427551
155,2177.6328186795527,2187.0411901008115,-9.408371421258835,-0.004301872074400737,0.004301872074400737,0.12389386161152618,0.00023163915097347345,4.8546536058275906e-05,0.9999999254971665
156,2177.6423160854256,2187.0411901008115,-9.3988740153859,-0.004297529492324129,0.004297529492324129,0.12378558309536244,0.00023143670717822327,4.361344020657179e-06,0.999999925627335
157,2177.672467910661,2187.0411901008115,-9.368722190150493,-0.004283742909166993,0.004283742909166993,0.12338616973439001,0.0002306899407878656,1.3846087124908878e-05,0.9999999261065105
158,2177.7764046592174,2187.0411901008115,-9.264785441594086,-0.0042362189992256275,0.0042362189992256275,0.12207796266016466,0.00022824404095046105,4.772836599074417e-05,0.9999999276651215
159,2177.9055902853547,2187.0411901008115,-9.135599815456771,-0.004177150323828911,0.004177150323828911,0.12060448817896449,0.00022548914758151845,5.931996777122274e-05,0.9999999294007397
